Date,Longitude,Latitude,Depth,Rms,Type,Magnitude,Location,EventID
"2021-04-22T11:01:57",30.528,36.058,8.9,0.7,"ML",1.9,"Akdeniz - [31.28 km] Kumluca (Antalya)",500786
"2021-04-21T06:34:49",31.4011,35.7548,7.84,0.86,"ML",2.3,"Akdeniz - [98.13 km] Gazipaşa (Antalya)",500652
"2021-03-31T20:14:10",36.0098,36.8263,7,0.25,"ML",1.6,"Akdeniz - İskenderun Körfezi - [11.73 km] Yumurtalık (Adana)",498420
"2021-03-29T07:55:38",36.1758,36.6963,6.87,0.53,"ML",1.6,"Akdeniz - İskenderun Körfezi - [04.73 km] İskenderun (Hatay)",498278
"2021-03-28T19:21:46",31.521,35.607,8,0.63,"ML",1.9,"Akdeniz - [100.35 km] Gazipaşa (Antalya)",498231
"2021-03-28T00:28:30",31.3086,35.8135,6.8,0.53,"ML",1.6,"Akdeniz - [97.58 km] Kumluca (Antalya)",498156
"2021-03-25T09:38:58",36.0075,36.831,6.98,0.58,"ML",2.9,"Akdeniz - İskenderun Körfezi - [11.31 km] Yumurtalık (Adana)",498021
"2021-03-20T16:14:27",31.4545,36.0173,7.21,0.78,"ML",1.5,"Akdeniz - [73.69 km] Alanya (Antalya)",497822
"2021-03-20T02:16:47",36.0023,36.831,7,0.4,"ML",2.7,"Akdeniz - İskenderun Körfezi - [10.90 km] Yumurtalık (Adana)",497768
"2021-03-15T08:48:47",30.8978,35.1941,6.71,0.41,"ML",2.8,"Akdeniz - [132.81 km] Kumluca (Antalya)",497529
"2021-03-14T13:40:23",31.0465,36.059,6.8,0.49,"ML",1.8,"Akdeniz - [62.93 km] Kumluca (Antalya)",497490
"2021-03-13T19:07:43",30.8848,35.922,7.38,0.77,"ML",1.7,"Akdeniz - [60.94 km] Kumluca (Antalya)",497418
"2021-02-28T12:46:22",31.1903,35.454,6.94,2.81,"ML",2.2,"Akdeniz - [118.91 km] Kumluca (Antalya)",496701
"2021-02-27T05:32:34",31.8966,36.384,6.96,0.22,"ML",1.4,"Akdeniz - [18.50 km] Alanya (Antalya)",496625
"2021-02-20T00:10:40",31.6058,35.8688,6.46,0.53,"ML",1.8,"Akdeniz - [75.72 km] Gazipaşa (Antalya)",496143
"2021-02-18T14:07:48",31.0783,36.3943,7.13,0.94,"ML",1.7,"Akdeniz - Antalya Körfezi - [49.83 km] Kemer (Antalya)",496040
"2021-02-16T20:07:00",31.2345,36.191,6.81,0.5,"ML",2.1,"Akdeniz - [65.43 km] Manavgat (Antalya)",495904
"2021-02-15T15:11:02",31.309,36.1441,6.99,0.42,"ML",1.8,"Akdeniz - [66.41 km] Alanya (Antalya)",495841
"2021-02-14T17:16:17",31.7118,34.9626,6.22,0.85,"ML",1.9,"Akdeniz - [147.42 km] Gazipaşa (Antalya)",495787
"2021-02-08T04:26:13",31.3448,36.2255,7.19,0.45,"ML",1.6,"Akdeniz - [57.09 km] Alanya (Antalya)",495300
"2021-02-04T00:44:23",30.1018,35.5745,5.73,0.61,"ML",1.9,"Akdeniz - [72.88 km] Demre (Antalya)",494856
"2021-01-26T08:12:27",30.2228,36.0985,7,0.71,"ML",1.7,"Akdeniz - [22.46 km] Finike (Antalya)",494213
"2021-01-13T09:32:22",30.777,35.3615,7.08,0.24,"ML",2.6,"Akdeniz - [111.72 km] Kumluca (Antalya)",493387
"2021-01-10T17:25:19",30.3528,36.0511,6.98,0.93,"ML",1.8,"Akdeniz - [28.89 km] Kumluca (Antalya)",493212
"2021-01-04T08:09:03",30.4855,35.9431,3.39,0.36,"ML",1.8,"Akdeniz - [42.51 km] Kumluca (Antalya)",492773
"2020-12-30T14:01:51",30.6885,36.0293,7.16,0.91,"ML",1.7,"Akdeniz - [40.59 km] Kumluca (Antalya)",492283
"2020-12-28T10:30:03",32.6051,35.9591,5.67,0.2,"ML",2.1,"Akdeniz - [14.68 km] Anamur (Mersin)",492104
"2020-12-09T19:22:15",36.0066,36.6038,9.68,0.47,"Mw",3.5,"Akdeniz - İskenderun Körfezi - [08.89 km] Arsuz (Hatay)",490536
"2020-12-07T08:45:04",31.2491,36.1601,7.42,0.83,"ML",2,"Akdeniz - [67.95 km] Manavgat (Antalya)",490319
"2020-12-06T22:38:32",31.2721,36.6846,7.04,0.3,"ML",1.5,"Akdeniz - Antalya Körfezi - [15.59 km] Manavgat (Antalya)",490295
"2020-12-06T02:16:15",30.0845,35.894,6.86,0.93,"ML",2,"Akdeniz - [38.81 km] Demre (Antalya)",490221
"2020-11-28T19:07:12",30.3191,36.0846,7.05,0.46,"ML",1.5,"Akdeniz - [25.38 km] Kumluca (Antalya)",489465
"2020-11-27T08:01:20",34.7221,36.5323,7,0.7,"ML",1.9,"Akdeniz - Mersin Körfezi - [28.92 km] Mezitli (Mersin)",489288
"2020-11-26T13:18:52",35.9333,36.7473,7.09,0.39,"ML",2.2,"Akdeniz - İskenderun Körfezi - [11.80 km] Yumurtalık (Adana)",489203
"2020-11-24T02:07:27",30.9096,36.028,6.94,0.51,"ML",2.2,"Akdeniz - [54.50 km] Kumluca (Antalya)",488953
"2020-11-21T01:21:45",30.3518,36.1593,7.13,0.66,"ML",1.8,"Akdeniz - [16.88 km] Kumluca (Antalya)",488677
"2020-11-21T01:16:12",30.391,36.1068,4.93,0.5,"ML",2,"Akdeniz - [22.93 km] Kumluca (Antalya)",488676
"2020-11-20T16:54:11",31.6813,36.1251,6.02,0.5,"ML",2,"Akdeniz - [53.06 km] Alanya (Antalya)",488609
"2020-11-14T06:38:07",30.1898,36.0143,7,0.32,"ML",1.8,"Akdeniz - [30.01 km] Demre (Antalya)",487872
"2020-11-11T18:24:49",35.916,36.4601,6.2,0.61,"ML",1.7,"Akdeniz - İskenderun Körfezi - [03.04 km] Arsuz (Hatay)",487473
"2020-11-05T09:27:42",35.68,36.0751,6.12,0.29,"ML",2.4,"Akdeniz - [23.28 km] Samandağ (Hatay)",486074
"2020-11-02T08:07:19",30.1055,35.5575,5.58,0.75,"ML",1.8,"Akdeniz - [74.77 km] Demre (Antalya)",485030
"2020-10-28T04:38:20",35.8801,36.5323,6.1,0.62,"ML",1.8,"Akdeniz - İskenderun Körfezi - [10.13 km] Arsuz (Hatay)",483680
"2020-10-27T20:05:17",31.7743,35.272,4.23,0.36,"ML",1.9,"Akdeniz - [114.77 km] Gazipaşa (Antalya)",483646
"2020-10-27T07:08:21",30.5646,36.6563,7,0.51,"ML",2,"Akdeniz - Antalya Körfezi - [02.13 km] Kemer (Antalya)",483602
"2020-10-22T17:11:24",34.1355,36.1036,7.09,0.5,"ML",2.3,"Akdeniz - [28.42 km] Silifke (Mersin)",482468
"2020-10-18T00:28:22",30.0086,35.788,6.61,0.56,"ML",2.5,"Akdeniz - [47.74 km] Demre (Antalya)",482214
"2020-10-16T06:01:41",33.8115,36.1941,6.41,0.26,"ML",1.7,"Akdeniz - [07.44 km] Silifke (Mersin)",482122
"2020-10-16T00:32:58",35.909,35.9813,7,0.14,"ML",1.5,"Akdeniz - [05.51 km] Yayladağı (Hatay)",482110
"2020-10-12T23:07:28",35.8805,36.0298,7.15,0.45,"ML",1.7,"Akdeniz - [09.47 km] Samandağ (Hatay)",481941
"2020-10-11T21:14:59",31.271,35.481,6.69,0.89,"ML",2.2,"Akdeniz - [120.89 km] Kumluca (Antalya)",481854
"2020-10-06T08:16:38",31.6046,36.2631,7.05,0.77,"ML",1.3,"Akdeniz - [43.47 km] Alanya (Antalya)",481601
"2020-10-03T07:03:29",31.3151,34.8641,6.77,0.99,"ML",2,"Akdeniz - [175.77 km] Gazipaşa (Antalya)",481443
"2020-09-29T22:05:59",35.9961,36.8281,7,0.47,"ML",2.6,"Akdeniz - İskenderun Körfezi - [10.57 km] Yumurtalık (Adana)",481257
"2020-09-28T21:20:59",31.589,34.5621,6.51,0.9,"ML",2.2,"Akdeniz - [192.37 km] Gazipaşa (Antalya)",481170
"2020-09-26T17:48:08",30.7296,35.0096,7.22,0.83,"ML",3.4,"Akdeniz - [148.36 km] Kumluca (Antalya)",481039
"2020-09-24T08:01:56",35.8541,36.0345,5.18,0.9,"ML",2.9,"Akdeniz - [11.10 km] Samandağ (Hatay)",480885
"2020-09-20T18:09:07",31.6201,35.626,6.15,0.85,"ML",2.2,"Akdeniz - [92.69 km] Gazipaşa (Antalya)",480705
"2020-09-17T21:21:35",31.4951,35.8873,7.11,0.52,"ML",1.5,"Akdeniz - [83.15 km] Gazipaşa (Antalya)",480510
"2020-09-13T15:28:26",31.3505,36.1253,6.9,0.56,"ML",1.8,"Akdeniz - [66.32 km] Alanya (Antalya)",480290
"2020-09-10T16:02:00",31.1053,36.0823,7.26,0.64,"ML",1.9,"Akdeniz - [66.50 km] Kumluca (Antalya)",480177
"2020-09-03T18:41:12",30.8823,36.691,9.07,0.48,"ML",1.4,"Akdeniz - Antalya Körfezi - [19.20 km] Muratpaşa (Antalya)",479850
"2020-08-29T16:32:38",30.0548,36.1458,5.94,0.69,"ML",2.6,"Akdeniz - [11.42 km] Demre (Antalya)",479588
"2020-08-26T19:38:21",31.6121,35.7463,8.3,0.55,"ML",2,"Akdeniz - [83.69 km] Gazipaşa (Antalya)",479434
"2020-08-24T10:12:52",30.6428,35.986,7.5,0.74,"ML",2.1,"Akdeniz - [42.65 km] Kumluca (Antalya)",479311
"2020-08-21T06:51:33",31.057,36.0035,7.2,0.4,"ML",1.4,"Akdeniz - [66.90 km] Kumluca (Antalya)",479206
"2020-08-11T13:35:36",30.0515,36.0221,7,0.41,"ML",2.3,"Akdeniz - [24.28 km] Demre (Antalya)",478807
"2020-08-10T15:06:35",35.4643,35.9726,6.84,0.11,"ML",2.7,"Akdeniz - [43.23 km] Yayladağı (Hatay)",478756
"2020-08-09T16:20:40",30.8013,36.0781,6.42,0.29,"ML",2,"Akdeniz - [43.42 km] Kumluca (Antalya)",478701
"2020-08-03T23:05:22",31.964,35.6603,9.69,0.39,"ML",1.9,"Akdeniz - [69.73 km] Gazipaşa (Antalya)",478377
"2020-07-28T12:49:14",31.192,36.1346,6.83,0.78,"ML",1.7,"Akdeniz - [71.68 km] Kumluca (Antalya)",478159
"2020-07-28T08:57:22",30.4533,35.9241,6.41,0.54,"ML",1.9,"Akdeniz - [43.87 km] Kumluca (Antalya)",478144
"2020-07-27T10:03:33",31.3143,36.1296,7.06,0.93,"ML",2.2,"Akdeniz - [67.53 km] Alanya (Antalya)",478107
"2020-07-26T01:20:59",33.361,35.9731,6.08,0.8,"ML",1.9,"Akdeniz - [18.98 km] Aydıncık (Mersin)",478035
"2020-07-15T22:24:31",35.9753,36.6095,7.01,0.7,"ML",1.5,"Akdeniz - İskenderun Körfezi - [10.71 km] Arsuz (Hatay)",477556
"2020-07-15T01:38:48",31.4581,35.8176,6.92,0.53,"ML",1.3,"Akdeniz - [89.99 km] Gazipaşa (Antalya)",477515
"2020-07-14T13:32:29",31.463,35.664,3.48,0.91,"ML",1.6,"Akdeniz - [99.84 km] Gazipaşa (Antalya)",477494
"2020-07-14T09:11:09",31.4061,35.6485,7.31,0.63,"ML",2.5,"Akdeniz - [104.88 km] Gazipaşa (Antalya)",477480
"2020-07-14T05:51:36",31.2146,36.757,6.83,4.14,"ML",1.7,"Akdeniz - Antalya Körfezi - [08.23 km] Manavgat (Antalya)",477475
"2020-07-13T21:08:06",30.3171,35.9533,6.57,0.45,"ML",2.7,"Akdeniz - [39.89 km] Kumluca (Antalya)",477458
"2020-07-13T15:13:52",30.3445,35.8273,5.24,0.7,"ML",3.5,"Akdeniz - [53.73 km] Kumluca (Antalya)",477451
"2020-07-13T04:50:41",30.2848,35.8021,9.16,0.63,"ML",2.2,"Akdeniz - [54.83 km] Demre (Antalya)",477434
"2020-07-12T22:11:32",30.2878,35.6365,6.95,0.67,"ML",2,"Akdeniz - [71.61 km] Demre (Antalya)",477418
"2020-07-12T19:43:03",30.3581,35.835,6.87,0.45,"ML",2.1,"Akdeniz - [52.86 km] Kumluca (Antalya)",477413
"2020-07-12T09:27:07",30.2985,36.0351,7.04,0.29,"ML",1.6,"Akdeniz - [31.09 km] Kumluca (Antalya)",477393
"2020-07-11T06:56:55",30.4015,35.973,3.46,0.17,"ML",1.9,"Akdeniz - [37.78 km] Kumluca (Antalya)",477315
"2020-07-10T23:44:33",30.4075,35.942,9.08,0.59,"ML",2.6,"Akdeniz - [41.26 km] Kumluca (Antalya)",477291
"2020-07-10T11:16:36",30.4403,35.9976,3.45,0.2,"ML",2.3,"Akdeniz - [35.65 km] Kumluca (Antalya)",477265
"2020-07-10T08:31:15",30.367,35.94,7.37,0.36,"ML",2.3,"Akdeniz - [41.23 km] Kumluca (Antalya)",477260
"2020-07-09T00:30:38",30.6718,36.8366,7.07,0.58,"ML",2.3,"Akdeniz - Antalya Körfezi - [04.16 km] Konyaaltı (Antalya)",477191
"2020-07-06T18:25:29",35.797,36.2413,6.68,0.53,"ML",1.6,"Akdeniz - [05.91 km] Arsuz (Hatay)",477074
"2020-07-02T13:54:41",30.0976,35.8945,6.36,0.36,"ML",2,"Akdeniz - [39.02 km] Demre (Antalya)",476887
"2020-07-02T09:31:30",31.6058,35.7428,6.82,0.99,"ML",2.3,"Akdeniz - [84.37 km] Gazipaşa (Antalya)",476874
"2020-06-29T18:37:57",30.9561,35.932,9.28,0.62,"ML",1.6,"Akdeniz - [64.64 km] Kumluca (Antalya)",476748
"2020-06-25T02:50:31",32.4845,35.8435,7.03,0.61,"ML",1.8,"Akdeniz - [29.89 km] Gazipaşa (Antalya)",476410
"2020-06-24T08:35:04",36.1635,36.6808,7.12,0.69,"ML",1.5,"Akdeniz - İskenderun Körfezi - [05.30 km] İskenderun (Hatay)",476378
"2020-06-22T22:39:17",34.7046,36.4413,9.82,0.51,"ML",1.9,"Akdeniz - Mersin Körfezi - [36.37 km] Mezitli (Mersin)",476328
"2020-06-18T09:08:54",35.837,36.0388,7,0.22,"ML",2.9,"Akdeniz - [12.24 km] Samandağ (Hatay)",476121
"2020-06-17T12:24:30",35.711,36.157,8.36,0.33,"Mw",3.2,"Akdeniz - [16.75 km] Arsuz (Hatay)",476090
"2020-06-17T09:44:20",30.9843,36.8121,7,0.42,"ML",1,"Akdeniz - Antalya Körfezi - [08.22 km] Aksu (Antalya)",476077
"2020-06-16T07:24:07",31.2955,35.6073,3.84,0.15,"ML",1.8,"Akdeniz - [111.81 km] Kumluca (Antalya)",475970
"2020-06-11T08:12:53",32.2263,36.0298,7.02,0.7,"ML",1.4,"Akdeniz - [23.07 km] Gazipaşa (Antalya)",475535
"2020-06-01T07:28:28",36.1063,36.6225,7,0.54,"ML",1.7,"Akdeniz - İskenderun Körfezi - [05.67 km] İskenderun (Hatay)",474887
"2020-05-27T20:57:11",30.9773,35.9993,7.42,0.91,"ML",2.3,"Akdeniz - [61.28 km] Kumluca (Antalya)",474564
"2020-05-25T15:10:45",33.1198,36.0181,6.97,0.48,"ML",1.9,"Akdeniz - [10.83 km] Bozyazı (Mersin)",474362
"2020-05-21T13:42:00",30.0073,35.5426,7.42,0.27,"ML",2.1,"Akdeniz - [74.12 km] Demre (Antalya)",474139
"2020-05-15T13:42:09",35.8881,35.9986,5.21,0.52,"ML",1.7,"Akdeniz - [08.16 km] Yayladağı (Hatay)",473714
"2020-05-15T11:59:59",35.8318,35.9508,3.95,0.68,"ML",2.2,"Akdeniz - [10.00 km] Yayladağı (Hatay)",473708
"2020-05-15T10:57:45",35.8126,36.0353,7.31,0.38,"ML",1.9,"Akdeniz - [14.16 km] Samandağ (Hatay)",473702
"2020-05-15T09:06:08",33.1146,36.0705,7.23,0.3,"ML",1.8,"Akdeniz - [05.16 km] Bozyazı (Mersin)",473692
"2020-05-14T10:07:33",31.416,36.0071,8.03,0.34,"ML",1.9,"Akdeniz - [75.88 km] Alanya (Antalya)",473624
"2020-05-11T21:03:11",30.0193,35.859,7.16,0.18,"ML",2,"Akdeniz - [40.66 km] Demre (Antalya)",473515
"2020-05-11T19:57:46",30.0045,35.9118,7.09,0.22,"ML",1.5,"Akdeniz - [34.75 km] Demre (Antalya)",473512
"2020-05-10T01:04:16",31.2215,36.3703,6.69,0.38,"ML",1.6,"Akdeniz - [47.90 km] Manavgat (Antalya)",473380
"2020-05-08T16:58:35",30.0138,35.9615,7.03,0.36,"ML",1.9,"Akdeniz - [30.21 km] Demre (Antalya)",473308
"2020-05-08T16:57:14",30.016,35.9385,7.04,0.33,"ML",1.6,"Akdeniz - [32.54 km] Demre (Antalya)",473309
"2020-05-06T14:44:37",31.5021,35.1531,6.72,0.33,"ML",2.7,"Akdeniz - [139.87 km] Gazipaşa (Antalya)",473185
"2020-05-06T05:36:12",30.137,35.8301,3.08,0.14,"ML",2.1,"Akdeniz - [46.84 km] Demre (Antalya)",473153
"2020-05-05T11:40:27",31.3971,36.2663,6.82,0.76,"ML",2.8,"Akdeniz - [50.71 km] Alanya (Antalya)",473119
"2020-05-05T10:19:54",35.743,36.5265,7,0.76,"ML",1.2,"Akdeniz - İskenderun Körfezi - [18.52 km] Arsuz (Hatay)",473116
"2020-05-03T02:30:45",35.583,35.986,5.8,0.41,"ML",1.9,"Akdeniz - [32.77 km] Yayladağı (Hatay)",472895
"2020-05-02T19:31:47",35.6743,36.1305,8.95,0.8,"ML",1.8,"Akdeniz - [20.88 km] Arsuz (Hatay)",472858
"2020-05-01T11:05:35",31.4876,35.8545,6.65,0.8,"ML",2.1,"Akdeniz - [85.57 km] Gazipaşa (Antalya)",472745
"2020-04-30T00:25:20",35.5185,35.9551,6.1,0.17,"ML",1.4,"Akdeniz - [38.22 km] Yayladağı (Hatay)",472641
"2020-04-29T07:43:49",32.323,35.9411,7.77,0.95,"ML",1.5,"Akdeniz - [25.51 km] Gazipaşa (Antalya)",472582
"2020-04-28T18:04:33",35.6761,35.9828,8.36,0.54,"ML",1.6,"Akdeniz - [24.44 km] Yayladağı (Hatay)",472548
"2020-04-27T22:09:47",30.7081,36.1375,7.66,0.38,"ML",2.9,"Akdeniz - [32.76 km] Kumluca (Antalya)",472504
"2020-04-27T09:10:21",30.7416,35.98,8.84,0.78,"ML",2.9,"Akdeniz - [47.82 km] Kumluca (Antalya)",472473
"2020-04-25T09:20:44",31.9576,35.8973,7.13,0.43,"ML",2,"Akdeniz - [50.00 km] Gazipaşa (Antalya)",472338
"2020-04-25T05:30:19",30.7345,36.161,7,0.29,"ML",1.9,"Akdeniz - [33.04 km] Kumluca (Antalya)",472327
"2020-04-24T15:58:29",30.786,36.1241,6.26,0.64,"ML",1.9,"Akdeniz - [39.19 km] Kumluca (Antalya)",472266
"2020-04-24T15:55:44",30.7341,36.0905,7.71,0.41,"ML",2.5,"Akdeniz - [38.02 km] Kumluca (Antalya)",472264
"2020-04-24T15:07:41",30.6821,36.1093,6.59,0.61,"ML",2,"Akdeniz - [33.27 km] Kumluca (Antalya)",472267
"2020-04-24T15:02:33",30.674,36.258,6.68,0.62,"ML",1.9,"Akdeniz - [23.16 km] Kumluca (Antalya)",472268
"2020-04-23T20:12:18",35.5401,36.005,6,0.14,"ML",2,"Akdeniz - [36.95 km] Yayladağı (Hatay)",472209
"2020-04-23T14:12:09",30.0075,35.9161,7.02,0.21,"ML",1.8,"Akdeniz - [34.43 km] Demre (Antalya)",472198
"2020-04-21T22:12:17",30.6018,35.9251,7.01,0.63,"ML",1.7,"Akdeniz - [47.43 km] Kumluca (Antalya)",472110
"2020-04-21T04:58:16",35.6816,35.9855,7.78,0.53,"ML",1.6,"Akdeniz - [24.02 km] Yayladağı (Hatay)",472021
"2020-04-21T00:56:27",35.449,35.951,8.66,0.8,"ML",1.3,"Akdeniz - [44.48 km] Yayladağı (Hatay)",472001
"2020-04-20T23:56:01",32.6023,35.882,7.03,0.52,"ML",1.7,"Akdeniz - [21.24 km] Anamur (Mersin)",471997
"2020-04-20T18:29:18",31.5395,35.9715,7.09,0.38,"ML",1.3,"Akdeniz - [74.30 km] Alanya (Antalya)",471968
"2020-04-20T06:43:44",31.5301,36.27,7.32,0.71,"ML",1.7,"Akdeniz - [44.95 km] Alanya (Antalya)",471938
"2020-04-18T02:01:20",35.5946,36.2031,8.33,0.81,"ML",2.1,"Akdeniz - [20.17 km] Arsuz (Hatay)",471792
"2020-04-17T22:06:45",31.1185,36.1751,6.94,0.25,"ML",2.4,"Akdeniz - [64.05 km] Kumluca (Antalya)",471773
"2020-04-17T21:42:41",35.6211,36.1958,6.92,0.4,"ML",2.5,"Akdeniz - [18.62 km] Arsuz (Hatay)",471771
"2020-04-16T22:11:13",35.658,36.1013,7.51,0.54,"ML",1.2,"Akdeniz - [24.42 km] Arsuz (Hatay)",471698
"2020-04-15T14:43:46",35.6723,36.0085,6.9,0.41,"ML",1.6,"Akdeniz - [25.48 km] Yayladağı (Hatay)",471601
"2020-04-15T12:39:55",35.2848,36.0485,5.56,0.6,"ML",1.9,"Akdeniz - [52.91 km] Arsuz (Hatay)",471594
"2020-04-15T12:37:14",35.7058,36.357,7,0.7,"ML",1.5,"Akdeniz - [10.21 km] Arsuz (Hatay)",471593
"2020-04-15T12:33:39",35.4576,36.0563,7.24,0.62,"ML",2.4,"Akdeniz - [39.81 km] Arsuz (Hatay)",471592
"2020-04-15T10:40:28",35.3561,36.1898,6.04,0.75,"ML",2.4,"Akdeniz - [40.46 km] Karataş (Adana)",471579
"2020-04-15T08:49:03",35.45,36.1168,6.14,0.49,"ML",2.1,"Akdeniz - [36.28 km] Arsuz (Hatay)",471564
"2020-04-15T08:45:51",35.6141,36.2415,7.88,0.37,"ML",2.1,"Akdeniz - [16.76 km] Arsuz (Hatay)",471563
"2020-04-15T08:34:41",35.6415,36.1953,7.33,0.32,"ML",3,"Akdeniz - [17.20 km] Arsuz (Hatay)",471560
"2020-04-14T21:15:08",35.6411,36.1243,6.35,0.83,"ML",1.8,"Akdeniz - [23.06 km] Arsuz (Hatay)",471520
"2020-04-10T21:40:51",31.5325,35.964,9.51,0.34,"ML",2.1,"Akdeniz - [75.34 km] Alanya (Antalya)",471264
"2020-04-04T11:48:08",35.5625,35.9948,7.72,0.18,"ML",1.8,"Akdeniz - [34.76 km] Yayladağı (Hatay)",470806
"2020-04-04T03:46:05",35.5996,35.9925,6.23,0.4,"ML",1.9,"Akdeniz - [31.42 km] Yayladağı (Hatay)",470784
"2020-04-03T18:26:38",35.6526,36.2735,6.52,0.55,"ML",2.4,"Akdeniz - [12.46 km] Arsuz (Hatay)",470772
"2020-04-02T01:29:58",31.6211,34.7496,5.93,0.49,"ML",2.1,"Akdeniz - [172.27 km] Gazipaşa (Antalya)",470638
"2020-04-02T01:14:03",31.3908,34.4575,5.84,0.33,"ML",2.5,"Akdeniz - [210.70 km] Gazipaşa (Antalya)",470637
"2020-04-01T17:30:02",31.2811,36.1401,6.99,0.8,"ML",2.9,"Akdeniz - [68.15 km] Alanya (Antalya)",470628
"2020-03-31T02:52:17",31.3216,35.9876,4.54,0.61,"ML",1.7,"Akdeniz - [81.14 km] Alanya (Antalya)",470517
"2020-03-29T01:31:33",34.0238,36.2708,7.23,0.26,"ML",1.9,"Akdeniz - [07.51 km] Silifke (Mersin)",470341
"2020-03-26T20:47:47",31.483,35.7168,7.26,0.75,"ML",1.8,"Akdeniz - [94.70 km] Gazipaşa (Antalya)",470165
"2020-03-26T20:23:18",31.467,35.6051,5.27,0.87,"ML",1.4,"Akdeniz - [103.98 km] Gazipaşa (Antalya)",470161
"2020-03-23T22:01:23",35.7605,36.4175,6.2,0.6,"ML",1.7,"Akdeniz - İskenderun Körfezi - [09.09 km] Arsuz (Hatay)",469988
"2020-03-19T05:51:17",30.2423,35.929,6.63,0.38,"ML",2.1,"Akdeniz - [40.59 km] Demre (Antalya)",469547
"2020-03-15T19:21:57",31.2903,36.1441,7.02,0.6,"ML",1.3,"Akdeniz - [67.32 km] Alanya (Antalya)",469294
"2020-03-10T07:35:32",31.7358,35.6533,7.71,0.55,"ML",1.7,"Akdeniz - [83.68 km] Gazipaşa (Antalya)",468865
"2020-03-08T15:05:59",35.858,36.1985,7.03,0.45,"ML",1.9,"Akdeniz - [08.78 km] Samandağ (Hatay)",468747
"2020-03-08T10:24:35",35.7005,36.558,7.01,0.56,"ML",1.7,"Akdeniz - İskenderun Körfezi - [16.46 km] Karataş (Adana)",468734
"2020-02-28T23:37:19",35.7385,36.3766,6.32,0.24,"ML",1.6,"Akdeniz - İskenderun Körfezi - [08.36 km] Arsuz (Hatay)",467751
"2020-02-28T19:26:38",30.0176,36.1613,6.98,0.59,"ML",1.9,"Akdeniz - [08.55 km] Demre (Antalya)",467722
"2020-02-25T08:51:09",36.1896,36.6545,6.95,0.8,"ML",1.7,"Akdeniz - İskenderun Körfezi - [02.65 km] İskenderun (Hatay)",467270
"2020-02-25T05:18:18",30.488,35.9991,7.06,0.21,"ML",1.9,"Akdeniz - [36.60 km] Kumluca (Antalya)",467232
"2020-02-24T09:36:45",34.5971,36.5841,8.84,0.18,"ML",1.2,"Akdeniz - Mersin Körfezi - [17.87 km] Mezitli (Mersin)",466998
"2020-02-19T18:43:40",35.731,36.3088,6.31,0.16,"ML",1.6,"Akdeniz - [05.45 km] Arsuz (Hatay)",465944
"2020-02-16T00:32:03",34.2208,35.9313,7.16,0.9,"ML",1.7,"Akdeniz - [48.96 km] Silifke (Mersin)",465257
"2020-02-15T13:31:19",35.8526,36.5326,5.15,0.43,"ML",2.5,"Akdeniz - İskenderun Körfezi - [11.90 km] Arsuz (Hatay)",465190
"2020-02-08T11:15:35",31.1245,36.2846,7.06,0.56,"ML",2.2,"Akdeniz - [58.97 km] Kemer (Antalya)",464042
"2020-02-01T12:59:04",35.7461,36.3633,7.01,0.65,"ML",1.8,"Akdeniz - İskenderun Körfezi - [07.12 km] Arsuz (Hatay)",462264
"2020-01-31T11:57:55",30.1125,34.6698,6.82,0.69,"ML",2.2,"Akdeniz - [171.23 km] Demre (Antalya)",461928
"2020-01-20T02:00:03",32.6013,35.8653,6.57,0.27,"ML",2,"Akdeniz - [22.84 km] Anamur (Mersin)",456900
"2020-01-19T18:31:16",35.6676,36.3913,6.97,0.41,"ML",1.6,"Akdeniz - [14.81 km] Arsuz (Hatay)",456876
"2020-01-11T05:57:44",30.4931,36.0665,7.36,0.29,"ML",1.7,"Akdeniz - [29.42 km] Kumluca (Antalya)",456385
"2020-01-07T23:46:44",30.5616,35.6585,5,0.23,"ML",2,"Akdeniz - [74.79 km] Kumluca (Antalya)",456211
"2020-01-07T19:15:46",36.0233,36.9136,6.91,0.27,"ML",2.6,"Akdeniz - İskenderun Körfezi - [04.45 km] Erzin (Hatay)",456202